"074004","4004","Scrap Rubber"
"074005","4005","Compounded Unvulcanised Rubber"
"074006","4006","Unvulcanised Rubber Products"
"074007","4007","Rubber Thread"
"074008","4008","Rubber Sheets"
"074009","4009","Rubber Pipes"
"074010","4010","Rubber Belting"
"074011","4011","Rubber Tires"
"074012","4012","Used Rubber Tires"
"074013","4013","Rubber Inner Tubes"
"074014","4014","Pharmaceutical Rubber Products"
"074015","4015","Rubber Apparel"
"074016","4016","Other Rubber Products"
"074017","4017","Hard Rubber"
"084101","4101","Equine and Bovine Hides"
"084102","4102","Sheep Hides"
"084103","4103","Other Hides and Skins"
"084104","4104","Tanned Equine and Bovine Hides"
"084105","4105","Tanned Sheep Hides"
"084106","4106","Tanned Goat Hides"
"084107","4107","Leather of Other Animals"
"084108","4108","Chamois Leather"
"084109","4109","Patent Leather"
"084110","4110","Leather Waste"
"084111","4111","Leather Sheets"
"084201","4201","Saddlery"
"084202","4202","Trunks and Cases"
"084203","4203","Leather Apparel"
"084204","4204","Leather Used in Machinery"
"084205","4205","Other Leather Articles"
"084206","4206","Articles of Gut"
"084301","4301","Raw Furskins"
"084302","4302","Tanned Furskins"
"084303","4303","Furskin Apparel"
"084304","4304","Artificial Fur"
"094401","4401","Fuel Wood"
"094402","4402","Wood Charcoal"
"094403","4403","Rough Wood"
"094404","4404","Wood Stakes"
"094405","4405","Wood Wool"
"094406","4406","Railroad Ties"
"094407","4407","Sawn Wood"
"094408","4408","Veneer Sheets"
"094409","4409","Shaped Wood"
"094410","4410","Particle Board"
"094411","4411","Wood Fiberboard"
"094412","4412","Plywood"
"094413","4413","Densified Wood"
"094414","4414","Wood Frames"
"094415","4415","Wood Crates"
"094416","4416","Wood Barrels"
"094417","4417","Wooden Tool Handles"
"094418","4418","Wood Carpentry"
"094419","4419","Wood Kitchenware"
"094420","4420","Wood Ornaments"
"094421","4421","Other Wood Articles"
"094501","4501","Raw Cork"
"094502","4502","Debacked Cork"
"094503","4503","Natural Cork Articles"
"094504","4504","Agglomerated Cork"
"094601","4601","Plaiting Products"
"094602","4602","Basketwork"
"104701","4701","Mechanical Wood Pulp"
"104702","4702","Dissolving Grades Chemical Woodpulp"
"104703","4703","Sulfate Chemical Woodpulp"
"104704","4704","Sulfite Chemical Woodpulp"
"104705","4705","Semi chemical Woodpulp"
"104706","4706","Recovered Paper Pulp"
"104707","4707","Recovered Paper"
"104801","4801","Newsprint"
"104802","4802","Uncoated Paper"
"104803","4803","Facial Tissue"
"104804","4804","Uncoated Kraft Paper"
"104805","4805","Other Uncoated Paper"
"104806","4806","Vegetable Parchment"
"104807","4807","Composite Paper"
"104808","4808","Corrugated Paper"
"104809","4809","Carbon Paper"
"104810","4810","Kaolin Coated Paper"
"104811","4811","Cellulose Fibers Paper"
"104812","4812","Paper Pulp Filter Blocks"
"104813","4813","Cigarette Paper"
"104814","4814","Wallpaper"
"104815","4815","Paper Floor Coverings"
"104816","4816","Other Carbon Paper"
"104817","4817","Letter Stock"
"104818","4818","Toilet Paper"
"104819","4819","Paper Containers"
"104820","4820","Paper Notebooks"
"104821","4821","Paper Labels"
"104822","4822","Paper Spools"
"104823","4823","Shaped Paper"
"104901","4901","Brochures"
"104902","4902","Newspapers"
"104903","4903","Children's Picture Books"
"104904","4904","Sheet Music"
"104905","4905","Maps"
"104906","4906","Architectural Plans"
"104907","4907","Postage Stamps"
"104908","4908","Decals"
"104909","4909","Postcards"
"104910","4910","Calendars"
"104911","4911","Other Printed Material"
"115001","5001","Silkworm Cocoons"
"115002","5002","Raw Silk"
"115003","5003","Silk Waste"
"115004","5004","Non-Retail Silk Yarn"
"115005","5005","Silk Waste Yarn"
"115006","5006","Retail Silk Yarn"
"115007","5007","Silk Fabrics"
"115101","5101","Wool"
"115102","5102","Animal Hair"
"115103","5103","Wool or Animal Hair Waste"
"115104","5104","Garnetted Wool or Animal Hair"
"115105","5105","Prepared Wool or Animal Hair"
"115106","5106","Non-Retail Carded Wool Yarn"
"115107","5107","Non-Retail Combed Wool Yarn"
"115108","5108","Non-Retail Animal Hair Yarn"
"115109","5109","Retail Wool or Animal Hair Yarn"
"115110","5110","Horsehair Yarn"
"115111","5111","Carded Wool or Animal Hair Fabric"
"115112","5112","Combed Wool or Animal Hair Fabric"
"115113","5113","Horsehair Fabric"
"115201","5201","Raw Cotton"
"115202","5202","Cotton Waste"
"115203","5203","Prepared Cotton"
"115204","5204","Cotton Sewing Thread"
"115205","5205","Non-Retail Pure Cotton Yarn"
"115206","5206","Non-Retail Mixed Cotton Yarn"
"115207","5207","Retail Cotton Yarn"
"115208","5208","Light Pure Woven Cotton"
"115209","5209","Heavy Pure Woven Cotton"
"115210","5210","Light Mixed Woven Cotton"
"115211","5211","Heavy Mixed Woven Cotton"
"115212","5212","Other Cotton Fabrics"
"115301","5301","Flax Fibers"
"115302","5302","Hemp Fibers"
"115303","5303","Jute and Other Textile Fibers"
"115304","5304","Agave"
"115305","5305","Coconut and Other Vegetable Fibers"
"115306","5306","Flax Yarn"
"115307","5307","Jute Yarn"
"115308","5308","Other Vegetable Fibers Yarn"
"115309","5309","Flax Woven Fabric"
"115310","5310","Jute Woven Fabric"
"115311","5311","Other Vegetable Fibers Fabric"
"115401","5401","Artificial Filament Sewing Thread"
"115402","5402","Non-Retail Synthetic Filament Yarn"
"115403","5403","Non-Retail Artificial Filament Yarn"
"115404","5404","Synthetic Monofilament"
"115405","5405","Artificial Monofilament"
"115406","5406","Retail Artificial Filament Yarn"
"115407","5407","Synthetic Filament Yarn Woven Fabric"
"115408","5408","Artificial Filament Yarn Woven Fabric"
"115501","5501","Synthetic Filament Tow"
"115502","5502","Artificial Filament Tow"
"115503","5503","Unprocessed Synthetic Staple Fibers"
"115504","5504","Unprocessed Artificial Staple Fibers"
"115505","5505","Artificial Fibers Waste"
"115506","5506","Processed Synthetic Staple Fibers"
"115507","5507","Processed Artificial Staple Fibers"
"115508","5508","Non-Retail Artificial Staple Fibers Sewing Thread"
"115509","5509","Non-Retail Synthetic Staple Fibers Yarn"
"115510","5510","Non-Retail Artificial Staple Fibers Yarn"
"115511","5511","Retail Artificial Staple Fibers Yarn"
"115512","5512","Synthetic Fabrics"
"115513","5513","Light Synthetic Cotton Fabrics"
"115514","5514","Heavy Synthetic Cotton Fabrics"
"115515","5515","Other Synthetic Fabrics"
"115516","5516","Woven Fabric of Synthetic Staple Fibers"
"115601","5601","Wadding"
"115602","5602","Felt"
"115603","5603","Non-woven Textiles"
"115604","5604","Rubber Textiles"
"115605","5605","Metallic Yarn"
"115606","5606","Gimp Yarn"
"115607","5607","Twine and Rope"
"115608","5608","Netting"
"115609","5609","Other Articles of Twine and Rope"
"115701","5701","Knotted Carpets"
"115702","5702","Hand-Woven Rugs"
"115703","5703","Tufted Carpets"
"115704","5704","Felt Carpets"
"115705","5705","Other Carpets"
"115801","5801","Woven Fabrics"
"115802","5802","Terry Fabric"
"115803","5803","Gauze"
"115804","5804","Tulles and Net Fabric"
"115805","5805","Hand-Woven Tapestries"
"115806","5806","Narrow Woven Fabric"
"115807","5807","Labels"
"115808","5808","Ornamental Trimmings"
"115809","5809","Metallic Fabric"
"115810","5810","Embroidery"
"115811","5811","Quilted Textiles"
"115901","5901","Gum Coated Textile Fabric"
"115902","5902","Polyamide Fabric"
"115903","5903","Plastic Coated Textile Fabric"
"115904","5904","Linoleum"
"115905","5905","Textile Wall Coverings"
"115906","5906","Rubber Textile Fabric"
"115907","5907","Coated Textile Fabric"
"115908","5908","Textile Wicks"
"115909","5909","Hose Piping Textiles"
"115910","5910","Conveyor Belt Textiles"
"115911","5911","Technical Use Textiles"
"116001","6001","Pile Fabric"
"116002","6002","Light Rubberized Knitted Fabric"
"116101","6101","Knit Men's Coats"
"116102","6102","Knit Women's Coats"
"116103","6103","Knit Men's Suits"
"116104","6104","Knit Women's Suits"
"116105","6105","Knit Men's Shirts"
"116106","6106","Knit Women's Shirts"
"116107","6107","Knit Men's Undergarments"
"116108","6108","Knit Women's Undergarments"
"116109","6109","Knit T-shirts"
"116110","6110","Knit Sweaters"
"116111","6111","Knit Babies' Garments"
"116112","6112","Knit Active Wear"
"116113","6113","Garments of Impregnated Fabric"
"116114","6114","Other Knit Garments"
"116115","6115","Knit Socks and Hosiery"
"116116","6116","Knit Gloves"
"116117","6117","Other Knit Clothing Accessories"
"116201","6201","Non-Knit Men's Coats"
"116202","6202","Non-Knit Women's Coats"
"116203","6203","Non-Knit Men's Suits"
"116204","6204","Non-Knit Women's Suits"
"116205","6205","Non-Knit Men's Shirts"
"116206","6206","Non-Knit Women's Shirts"
"116207","6207","Non-Knit Men's Undergarments"
"116208","6208","Non-Knit Women's Undergarments"
"116209","6209","Non-Knit Babies' Garments"
"116210","6210","Felt or Coated Fabric Garments"
"116211","6211","Non-Knit Active Wear"
"116212","6212","Other Women's Undergarments"
"116213","6213","Handkerchiefs"
"116214","6214","Scarves"
"116215","6215","Neck Ties"
"116216","6216","Non-Knit Gloves"
"116217","6217","Other Non-Knit Clothing Accessories"
"116301","6301","Blankets"
"116302","6302","House Linens"
"116303","6303","Window Dressings"
"116304","6304","Bedspreads"
"116305","6305","Packing Bags"
"116306","6306","Awnings, Tents, and Sails "
"116307","6307","Other Cloth Articles"
"116308","6308","Packaged Sewing Sets"
"116309","6309","Used Clothing"
"116310","6310","Textile Scraps"
"126401","6401","Waterproof Footwear"
"126402","6402","Rubber Footwear"
"126403","6403","Leather Footwear"
"126404","6404","Textile Footwear"
"126405","6405","Other Footwear"
"126406","6406","Footwear Parts"
"126501","6501","Hat Forms"
"126502","6502","Hat Shapes"
"126503","6503","Felt Hats"
"126504","6504","Hats"
"126505","6505","Knitted Hats"
"126506","6506","Other Headwear"
"126507","6507","Headbands and Linings"
"126601","6601","Umbrellas"
"126602","6602","Walking Sticks"
"126603","6603","Umbrella and Walking Stick Accessories"
"126701","6701","Bird Skins and Feathers"
"126702","6702","Artificial Vegetation"
"126703","6703","Processed Hair"
"126704","6704","Fake Hair"
"136801","6801","Curbstones"
"136802","6802","Building Stone"
"136803","6803","Slate"
"136804","6804","Milling Stones"
"136805","6805","Abrasive Powder"
"136806","6806","Rock Wool"
"136807","6807","Asphalt"
"136808","6808","Vegetable Fiber"
"136809","6809","Plaster Articles"
"136810","6810","Cement Articles"
"136811","6811","Asbestos Cement Articles"
"136812","6812","Asbestos Fibres"
"136813","6813","Friction Material"
"136814","6814","Mica"
"136815","6815","Other Stone Articles"
"136901","6901","Bricks"
"136902","6902","Refractory Bricks"
"136903","6903","Refractory Ceramics"
"136904","6904","Ceramic Bricks"
"136905","6905","Roofing Tiles"
"136906","6906","Ceramic Pipes"
"136907","6907","Unglazed Ceramics"
"136908","6908","Glazed Ceramics"
"136909","6909","Laboratory Ceramic Ware"
"136910","6910","Bathroom Ceramics"
"136911","6911","Porcelain Tableware"
"136912","6912","Ceramic Tableware"
"136913","6913","Ornamental Ceramics"
"136914","6914","Other Ceramic Articles"
"137001","7001","Glass Scraps"
"137002","7002","Glass Balls"
"137003","7003","Cast or Rolled Glass"
"137004","7004","Blown Glass"
"137005","7005","Float Glass"
"137006","7006","Glass with Edge Workings"
"137007","7007","Safety Glass"
"137008","7008","Insulating Glass"
"137009","7009","Glass Mirrors"
"137010","7010","Glass Bottles"
"137011","7011","Glass Bulbs"
"137012","7012","Vacuum Flasks Glass Inners"
"137013","7013","Interior Decorative Glassware"
"137014","7014","Signaling Glassware"
"137015","7015","Eyewear and Clock Glass"
"137016","7016","Glass Bricks"
"137017","7017","Laboratory Glassware"
"137018","7018","Glass Beads"
"137019","7019","Glass Fibers"
"137020","7020","Other Glass Articles"
"147101","7101","Pearls"
"147102","7102","Diamonds"
"147103","7103","Precious Stones"
"147104","7104","Synthetic Reconstructed Jewellery Stones"
"147105","7105","Precious Stone Dust"
"147106","7106","Silver"
"147107","7107","Silver Clad Metals"
